Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Coast to Mountain;Total matches;217
23/08/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Overtaken [Overtaken] [Estonia] [Estonia] [Berbers] [Berbers];>;Dragonstar [Mongols] [Mongols] [India] [India] [The Dragonstar];(G2) [Watch VOD] [Watch VOD];Berbers;Mongols;Berbers;FALSE;;;;;;Coast to Mountain;;
23/08/2023;12:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;El_Matador [El Matador] [Germany] [Germany] [Byzantines] [Byzantines];<;Target331 [Malians] [Malians] [Germany] [Germany] [Target331];(G1) [Watch VOD] [Watch VOD];Byzantines;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
21/08/2023;18:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Target331 [Target331] [Germany] [Germany] [Chinese] [Chinese];<;Nicov [Japanese] [Japanese] [Argentina] [Argentina] [Nicov];(G2) [Watch VOD] [Watch VOD];Chinese;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
19/08/2023;15:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;El_Matador [El Matador] [Germany] [Germany] [Byzantines] [Byzantines];>;Sebastian [Persians] [Persians] [Uruguay] [Uruguay] [Sebastian];;Byzantines;Persians;Byzantines;FALSE;;;;;;Coast to Mountain;;
18/08/2023;23:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;St4rk [St4rk] [Brazil] [Brazil] [Japanese] [Japanese];<;slam [Malians] [Malians] [Canada] [Canada] [Slam];(G2) [Watch VOD] [Watch VOD];Japanese;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
18/08/2023;17:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Hearttt [Hearttt] [Peru] [Peru] [Malians] [Malians];>;Sebastian [Mongols] [Mongols] [Uruguay] [Uruguay] [Sebastian];(G3) [Watch VOD] [Watch VOD];Malians;Mongols;Malians;FALSE;;;;;;Coast to Mountain;;
18/08/2023;11:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;z40 [Z40] [Taiwan] [Taiwan] [Berbers] [Berbers];>;Target331 [Mongols] [Mongols] [Germany] [Germany] [Target331];;Berbers;Mongols;Berbers;FALSE;;;;;;Coast to Mountain;;
16/08/2023;18:45 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Fedex [Fedex] [Argentina] [Argentina] [Malians] [Malians];<;Nili [Japanese] [Japanese] [Germany] [Germany] [Nili];(G2) [Watch VOD] [Watch VOD];Malians;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
14/08/2023;14:15 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Coast to Mountain [Coast to Mountain];1v1;Hera [Hera] [Canada] [Canada] [Berbers] [Berbers];>;TaToH [Burgundians] [Burgundians] [Spain] [Spain] [TaToH];;Berbers;Burgundians;Berbers;FALSE;;;;;;Coast to Mountain;;
13/08/2023;12:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Cyclops [Cyclops] [Turkey] [Turkey] [Malians] [Malians];>;Mihai06 [Berbers] [Berbers] [Romania] [Romania] [Mihai06];;Malians;Berbers;Malians;FALSE;;;;;;Coast to Mountain;;
12/08/2023;16:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Yax [Yasin] [Turkey] [Turkey] [Berbers] [Berbers];<;Mihai06 [Mongols] [Mongols] [Romania] [Romania] [Mihai06];;Berbers;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
10/08/2023;17:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;El_Matador [El Matador] [Germany] [Germany] [Byzantines] [Byzantines];<;Nicov [Berbers] [Berbers] [Argentina] [Argentina] [Nicov];;Byzantines;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
10/08/2023;17:00 UTC;[Age of Empires II];T90 Titans League 3: Gold League [T90 Titans League/3/Gold League];Coast to Mountain [Coast to Mountain];1v1;Target331 [Target331] [Germany] [Germany] [Malians] [Malians];<;Sebastian [Persians] [Persians] [Uruguay] [Uruguay] [Sebastian];;Malians;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
09/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Persians] [Persians];<;Vinchester [Berbers] [Berbers] [Russia] [Russia] [Vinchester];(G2) [Watch VOD] [Watch VOD];Persians;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
07/08/2023;14:00 UTC;[Age of Empires II];The Champions Invitational [The Champions Invitational];Coast to Mountain [Coast to Mountain];1v1;Yo [Yo] [China] [China] [Berbers] [Berbers];>;TaToH [Japanese] [Japanese] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Berbers;Japanese;Berbers;FALSE;;;;;;Coast to Mountain;;
25/06/2023;17:30 UTC;[Age of Empires II];Copa Supremacía 2 [Copa Supremacia/2];Coast to Mountain [Coast to Mountain];1v1;Gabi [Gabi] [Brazil] [Brazil] [Persians] [Persians];<;LaaaaaN [Berbers] [Berbers] [Spain] [Spain] [LaN];;Persians;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
11/06/2023;17:00 UTC;[Age of Empires II];Copa Supremacía 2 [Copa Supremacia/2];Coast to Mountain [Coast to Mountain];1v1;Bazing hood [Bazing hood (page does not exist)] [Spain] [Spain] [Persians] [Persians];<;Gauss [Berbers] [Berbers] [Spain] [Spain] [Gauss (page does not exist)];;Persians;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
11/06/2023;15:00 UTC;[Age of Empires II];Copa Supremacía 2 [Copa Supremacia/2];Coast to Mountain [Coast to Mountain];1v1;Poxo [Poxo] [Spain] [Spain] [Berbers] [Berbers];<;Gabi [Mongols] [Mongols] [Brazil] [Brazil] [Gabi];;Berbers;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
10/06/2023;15:00 UTC;[Age of Empires II];Copa Supremacía 2 [Copa Supremacia/2];Coast to Mountain [Coast to Mountain];1v1;c3mbrich [C3mbrich] [Spain] [Spain] [Persians] [Persians];>;Barrufet [Japanese] [Japanese] [Spain] [Spain] [Barrufet (page does not exist)];;Persians;Japanese;Persians;FALSE;;;;;;Coast to Mountain;;
08/06/2023;18:30 UTC;[Age of Empires II];Copa Supremacía 2 [Copa Supremacia/2];Coast to Mountain [Coast to Mountain];1v1;Gauss [Gauss (page does not exist)] [Spain] [Spain] [Berbers] [Berbers];<;LaaaaaN [Spanish] [Spanish] [Spain] [Spain] [LaN];;Berbers;Spanish;Spanish;FALSE;;;;;;Coast to Mountain;;
03/06/2023;18:30 UTC;[Age of Empires II];Copa Supremacía 2: Qualifier [Copa Supremacia/2/Qualifier];Coast to Mountain [Coast to Mountain];1v1;deLmas [DeLmas (page does not exist)] [Spain] [Spain] [Malay] [Malay];<;PoXoLo [Mongols] [Mongols] [Spain] [Spain] [PoXoLo];;Malay;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
02/06/2023;17:00 UTC;[Age of Empires II];Copa Supremacía 2: Qualifier [Copa Supremacia/2/Qualifier];Coast to Mountain [Coast to Mountain];1v1;FirebirD [FirebirD (page does not exist)] [Spain] [Spain] [Byzantines] [Byzantines];<;deLmas [Berbers] [Berbers] [Spain] [Spain] [DeLmas (page does not exist)];;Byzantines;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
24/04/2023;21:15 UTC;[Age of Empires II];Championnat Francophone VI [Championnat Francophone/6];Coast to Mountain [Coast to Mountain];1v1;Margougou [Margougou] [France] [France] [Persians] [Persians];>;Plp [Byzantines] [Byzantines] [France] [France] [PLP];;Persians;Byzantines;Persians;FALSE;;;;;;Coast to Mountain;;
23/04/2023;13:45 UTC;[Age of Empires II];Championnat Francophone VI [Championnat Francophone/6];Coast to Mountain [Coast to Mountain];1v1;Cl3m3nT [Cl3m3nT] [France] [France] [Spanish] [Spanish];<;Margougou [Persians] [Persians] [France] [France] [Margougou];;Spanish;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
25/01/2023;19:15 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 2 #1 [JorDan's Medieval Brawl/Season 2/1];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Lithuanians] [Lithuanians];<;Hera [Berbers] [Berbers] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Lithuanians;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
25/01/2023;18:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 2 #1 [JorDan's Medieval Brawl/Season 2/1];Coast to Mountain [Coast to Mountain];1v1;Vinchester [Vinchester] [Russia] [Russia] [Byzantines] [Byzantines];<;Hera [Hindustanis] [Hindustanis] [Canada] [Canada] [Hera];(G2) [Watch VOD] [Watch VOD];Byzantines;Hindustanis;Hindustanis;FALSE;;;;;;Coast to Mountain;;
25/01/2023;17:50 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 2 #1 [JorDan's Medieval Brawl/Season 2/1];Coast to Mountain [Coast to Mountain];1v1;Daniel [Daniel] [United States] [United States] [Gurjaras] [Gurjaras];<;TheViper [Mongols] [Mongols] [Norway] [Norway] [TheViper];;Gurjaras;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
25/01/2023;16:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 2 #1 [JorDan's Medieval Brawl/Season 2/1];Coast to Mountain [Coast to Mountain];1v1;Daniel [Daniel] [United States] [United States] [Poles] [Poles];<;Sitaux [Berbers] [Berbers] [France] [France] [Sitaux];;Poles;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
25/09/2022;13:10 UTC;[Age of Empires II];Gamers Assembly: Summer Edition 2022 [Gamers Assembly/Summer Edition/2022];Coast to Mountain [Coast to Mountain];1v1;PLP [PLP] [France] [France] [Malians] [Malians];<;Margougou [Persians] [Persians] [France] [France] [Margougou];;Malians;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
25/09/2022;11:55 UTC;[Age of Empires II];Gamers Assembly: Summer Edition 2022 [Gamers Assembly/Summer Edition/2022];Coast to Mountain [Coast to Mountain];1v1;Lighty [Lighty] [France] [France] [Mongols] [Mongols];<;Melo [Persians] [Persians] [France] [France] [Melo (page does not exist)];;Mongols;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
24/09/2022;17:00 UTC;[Age of Empires II];Gamers Assembly: Summer Edition 2022 [Gamers Assembly/Summer Edition/2022];Coast to Mountain [Coast to Mountain];1v1;Wolf_silver [Wolf silver (page does not exist)] [France] [France] [Malay] [Malay];>;Matten [Vikings] [Vikings] [France] [France] [Matten (page does not exist)];;Malay;Vikings;Malay;FALSE;;;;;;Coast to Mountain;;
22/06/2022;19:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 Finals [JorDan's Medieval Brawl/Season 1/Finals];Coast to Mountain [Coast to Mountain];1v1;Hera [Hera] [Canada] [Canada] [Hindustanis] [Hindustanis];<;Yo [Lithuanians] [Lithuanians] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Hindustanis;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
22/06/2022;15:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 Finals [JorDan's Medieval Brawl/Season 1/Finals];Coast to Mountain [Coast to Mountain];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Spanish] [Spanish];<;Yo [Lithuanians] [Lithuanians] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Spanish;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
22/05/2022;16:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;Villese [Villese] [Finland] [Finland] [Huns] [Huns];<;Yo [Poles] [Poles] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Huns;Poles;Poles;FALSE;;;;;;Coast to Mountain;;
20/05/2022;18:45 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;miguel [Miguel] [Brazil] [Brazil] [Vikings] [Vikings];>;Villese [Bengalis] [Bengalis] [Finland] [Finland] [Villese];(G3) [Watch VOD] [Watch VOD];Vikings;Bengalis;Vikings;FALSE;;;;;;Coast to Mountain;;
13/05/2022;20:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Spanish] [Spanish];>;ACCM [Dravidians] [Dravidians] [Vietnam] [Vietnam] [ACCM];(G1) [Watch VOD] [Watch VOD];Spanish;Dravidians;Spanish;FALSE;;;;;;Coast to Mountain;;
13/05/2022;18:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;Villese [Villese] [Finland] [Finland] [Cumans] [Cumans];<;TaToH [Bulgarians] [Bulgarians] [Spain] [Spain] [TaToH];(G1) [Watch VOD] [Watch VOD];Cumans;Bulgarians;Bulgarians;FALSE;;;;;;Coast to Mountain;;
13/05/2022;16:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;DauT [DauT] [Serbia] [Serbia] [Bulgarians] [Bulgarians];>;Vinchester [Berbers] [Berbers] [Russia] [Russia] [Vinchester];(G1) [Watch VOD] [Watch VOD];Bulgarians;Berbers;Bulgarians;FALSE;;;;;;Coast to Mountain;;
13/05/2022;14:00 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;Dark [Dark] [Russia] [Russia] [Bengalis] [Bengalis];>;Yo [Bulgarians] [Bulgarians] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Bengalis;Bulgarians;Bengalis;FALSE;;;;;;Coast to Mountain;;
08/05/2022;16:50 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;SongSong [SongSong] [Vietnam] [Vietnam] [Malay] [Malay];<;ACCM [Persians] [Persians] [Vietnam] [Vietnam] [ACCM];(G3) [Watch VOD] [Watch VOD];Malay;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
07/05/2022;16:15 UTC;[Age of Empires II];The Resurgence [The Resurgence];Coast to Mountain [Coast to Mountain];1v1;miguel [Miguel] [Brazil] [Brazil] [Cumans] [Cumans];>;Yo [Bengalis] [Bengalis] [China] [China] [Yo];(G4) [Watch VOD] [Watch VOD];Cumans;Bengalis;Cumans;FALSE;;;;;;Coast to Mountain;;
30/04/2022;16:55 UTC;[Age of Empires II];The Resurgence: Qualifier [The Resurgence/Qualifier];Coast to Mountain [Coast to Mountain];1v1;F1Re [F1Re] [Brazil] [Brazil] [Burmese] [Burmese];<;dogao [Japanese] [Japanese] [Brazil] [Brazil] [Dogao];;Burmese;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
30/04/2022;15:50 UTC;[Age of Empires II];The Resurgence: Qualifier [The Resurgence/Qualifier];Coast to Mountain [Coast to Mountain];1v1;BadBoy [BadBoy] [Vietnam] [Vietnam] [Teutons] [Teutons];<;miguel [Burmese] [Burmese] [Brazil] [Brazil] [Miguel];;Teutons;Burmese;Burmese;FALSE;;;;;;Coast to Mountain;;
21/04/2022;18:30 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;Villese [Villese] [Finland] [Finland] [Berbers] [Berbers];<;ACCM [Malians] [Malians] [Vietnam] [Vietnam] [ACCM];(G5) [Watch VOD] [Watch VOD];Berbers;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
21/04/2022;16:45 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Koreans] [Koreans];<;ACCM [Persians] [Persians] [Vietnam] [Vietnam] [ACCM];;Koreans;Persians;Persians;FALSE;;;;;;Coast to Mountain;;
21/04/2022;15:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;miguel [Miguel] [Brazil] [Brazil] [Lithuanians] [Lithuanians];<;Villese [Berbers] [Berbers] [Finland] [Finland] [Villese];;Lithuanians;Berbers;Berbers;FALSE;;;;;;Coast to Mountain;;
21/04/2022;15:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;ACCM [ACCM] [Vietnam] [Vietnam] [Japanese] [Japanese];<;Sitaux [Chinese] [Chinese] [France] [France] [Sitaux];;Japanese;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
21/04/2022;15:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;dogao [Dogao] [Brazil] [Brazil] [Persians] [Persians];<;classicpro [Byzantines] [Byzantines] [Ukraine] [Ukraine] [Classicpro];;Persians;Byzantines;Byzantines;FALSE;;;;;;Coast to Mountain;;
21/04/2022;15:00 UTC;[Age of Empires II];JorDan's Medieval Brawl Season 1 #2 [JorDan's Medieval Brawl/Season 1/2];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Malians] [Malians];>;Yo [Italians] [Italians] [China] [China] [Yo];(G1) [Watch VOD] [Watch VOD];Malians;Italians;Malians;FALSE;;;;;;Coast to Mountain;;
04/03/2022;17:00 UTC;[Age of Empires II];DauT vs TaToH Bo21 [DauT vs TaToH/6];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Malay] [Malay];<;DauT [Malians] [Malians] [Serbia] [Serbia] [DauT];[Watch VOD] [Watch VOD];Malay;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
25/06/2021;09:00 UTC;[Age of Empires II];Championnat Francophone II [Championnat Francophone/2];Coast to Mountain [Coast to Mountain];1v1;c.salette [C.salette] [France] [France] [Chinese] [Chinese];<;LB10 [Mongols] [Mongols] [Austria] [Austria] [LB10];;Chinese;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
21/06/2021;19:45 UTC;[Age of Empires II];Championnat Francophone II [Championnat Francophone/2];Coast to Mountain [Coast to Mountain];1v1;Margougou [Margougou] [France] [France] [Khmer] [Khmer];>;Harakiri [Vietnamese] [Vietnamese] [Morocco] [Morocco] [Harakiri (page does not exist)];;Khmer;Vietnamese;Khmer;FALSE;;;;;;Coast to Mountain;;
17/06/2021;08:30 UTC;[Age of Empires II];Championnat Francophone II [Championnat Francophone/2];Coast to Mountain [Coast to Mountain];1v1;TheSniper_AOE [TheSniper AOE] [France] [France] [Berbers] [Berbers];<;c.salette [Chinese] [Chinese] [France] [France] [C.salette];;Berbers;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
10/06/2021;19:45 UTC;[Age of Empires II];Championnat Francophone II [Championnat Francophone/2];Coast to Mountain [Coast to Mountain];1v1;c.salette [C.salette] [France] [France] [Persians] [Persians];<;Margougou [Mongols] [Mongols] [France] [France] [Margougou];;Persians;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
17/02/2019;13:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Spanish] [Spanish];>;TaToH [Mongols] [Mongols] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Spanish;Mongols;Spanish;FALSE;;;;;;Coast to Mountain;;
16/02/2019;16:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Malians] [Malians];>;MbL40C [Malay] [Malay] [Norway] [Norway] [MbL];(G8) [Watch VOD] [Watch VOD];Malians;Malay;Malians;FALSE;;;;;;Coast to Mountain;;
