Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Coast to Mountain;Total matches;103
24/04/2021;14:00 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;YoĀĀ Lyx [Yo] [China] [China] [Cumans] [Cumans] [Lyx] [China] [China] [Malay] [Malay];<;TheMax ĀĀVillese [Chinese] [Chinese] [Finland] [Finland] [TheMax] [Byzantines] [Byzantines] [Finland] [Finland] [Villese];(G2) [Watch VOD] [Watch VOD];Malay;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
18/04/2021;21:00 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;TheMaxĀĀ Villese [TheMax] [Finland] [Finland] [Burmese] [Burmese] [Villese] [Finland] [Finland] [Lithuanians] [Lithuanians];>;TheViper ĀĀTaToH [Berbers] [Berbers] [Norway] [Norway] [TheViper] [Goths] [Goths] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Lithuanians;Berbers;Lithuanians;FALSE;;;;;;Coast to Mountain;;
17/04/2021;19:35 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;DauTĀĀ Slam [DauT] [Serbia] [Serbia] [Lithuanians] [Lithuanians] [Slam] [Canada] [Canada] [Persians] [Persians];>;Vinchester ĀĀClassicpro [Celts] [Celts] [Russia] [Russia] [Vinchester] [Mongols] [Mongols] [Ukraine] [Ukraine] [Classicpro];(G4) [Watch VOD] [Watch VOD];Persians;Celts;Persians;FALSE;;;;;;Coast to Mountain;;
11/04/2021;18:30 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;TheMaxĀĀ Villese [TheMax] [Finland] [Finland] [Turks] [Turks] [Villese] [Finland] [Finland] [Lithuanians] [Lithuanians];<;Hera ĀĀLiereyy [Spanish] [Spanish] [Canada] [Canada] [Hera] [Mongols] [Mongols] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Lithuanians;Spanish;Spanish;FALSE;;;;;;Coast to Mountain;;
11/04/2021;14:00 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;BruHĀĀ Sitaux [BruH] [Brazil] [Brazil] [Malay] [Malay] [Sitaux] [France] [France] [Malians] [Malians];>;LaN ĀĀHearttt [Japanese] [Japanese] [Spain] [Spain] [LaN] [Burmese] [Burmese] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Malians;Japanese;Malians;FALSE;;;;;;Coast to Mountain;;
10/04/2021;16:40 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;VinchesterĀĀ Classicpro [Vinchester] [Russia] [Russia] [Japanese] [Japanese] [Classicpro] [Ukraine] [Ukraine] [Indians] [Indians];>;Yo ĀĀLyx [Mongols] [Mongols] [China] [China] [Yo] [Burgundians] [Burgundians] [China] [China] [Lyx];(G3) [Watch VOD] [Watch VOD];Indians;Mongols;Indians;FALSE;;;;;;Coast to Mountain;;
04/04/2021;17:30 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;NiliĀĀ JorDan_AoE [Nili] [Germany] [Germany] [Lithuanians] [Lithuanians] [JorDan AoE] [Germany] [Germany] [Aztecs] [Aztecs];>;ACCM ĀĀSaymyname [Sicilians] [Sicilians] [Vietnam] [Vietnam] [ACCM] [Indians] [Indians] [Vietnam] [Vietnam] [Saymyname];(G4) [Watch VOD] [Watch VOD];Aztecs;Sicilians;Aztecs;FALSE;;;;;;Coast to Mountain;;
04/04/2021;14:00 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;BruHĀĀ Sitaux [BruH] [Brazil] [Brazil] [Malians] [Malians] [Sitaux] [France] [France] [Bulgarians] [Bulgarians];<;Hera ĀĀLiereyy [Goths] [Goths] [Canada] [Canada] [Hera] [Mongols] [Mongols] [Austria] [Austria] [Liereyy];(G2) [Watch VOD] [Watch VOD];Bulgarians;Goths;Goths;FALSE;;;;;;Coast to Mountain;;
03/04/2021;15:55 UTC;[Age of Empires II];Two Pools 2 [Two Pools Tournament/2];Coast to Mountain [Coast to Mountain];Team;VinchesterĀĀ Classicpro [Vinchester] [Russia] [Russia] [Incas] [Incas] [Classicpro] [Ukraine] [Ukraine] [Chinese] [Chinese];>;DauT ĀĀSlam [Mongols] [Mongols] [Serbia] [Serbia] [DauT] [Persians] [Persians] [Canada] [Canada] [Slam];(G5) [Watch VOD] [Watch VOD];Chinese;Mongols;Chinese;FALSE;;;;;;Coast to Mountain;;
26/03/2021;15:00 UTC;[Age of Empires II];Two Pools 2: Qualifiers [Two Pools Tournament/2/Qualifier];Coast to Mountain [Coast to Mountain];Team;GanjiĀĀ Kamigawa [Ganji] [Sweden] [Sweden] [Spanish] [Spanish] [Kamigawa] [Italy] [Italy] [Berbers] [Berbers];>;Scotty ĀĀMr_Greed [Lithuanians] [Lithuanians] [United States] [United States] [Scotty] [Bulgarians] [Bulgarians] [Portugal] [Portugal] [Mr Greed (page does not exist)];(G2) [Watch VOD] [Watch VOD];Berbers;Lithuanians;Berbers;FALSE;;;;;;Coast to Mountain;;
25/03/2021;14:40 UTC;[Age of Empires II];Two Pools 2: Qualifiers [Two Pools Tournament/2/Qualifier];Coast to Mountain [Coast to Mountain];Team;Luca8761ĀĀ Margougou [Luca8761] [Canada] [Canada] [Spanish] [Spanish] [Margougou] [France] [France] [Koreans] [Koreans];<;BruH ĀĀSitaux [Lithuanians] [Lithuanians] [Brazil] [Brazil] [BruH] [Magyars] [Magyars] [France] [France] [Sitaux];(G2) [Watch VOD] [Watch VOD];Koreans;Lithuanians;Lithuanians;FALSE;;;;;;Coast to Mountain;;
20/01/2021;20:00 UTC;[Age of Empires II];Improvement Cup V - Show Match #1 [Improvement Cup/5/Show Match/1];Coast to Mountain [Coast to Mountain];Team;GanjiĀĀ Kamigawa [Ganji] [Sweden] [Sweden] [Bulgarians] [Bulgarians] [Kamigawa] [Italy] [Italy] [Indians] [Indians];>;Dziamdziak ĀĀJackK [Celts] [Celts] [Poland] [Poland] [Dziamdziak] [Indians] [Indians] [Poland] [Poland] [JackK];(G3) [Watch VOD] [Watch VOD];Indians;Celts;Indians;FALSE;;;;;;Coast to Mountain;;
12/05/2019;18:00 UTC;[Age of Empires II];Clash of the Hippo 5 [Clash of the Hippo/5];Coast to Mountain [Coast to Mountain];Team;TheViperĀĀ TaToH [TheViper] [Norway] [Norway] [Mongols] [Mongols] [TaToH] [Spain] [Spain] [Portuguese] [Portuguese];>;MbL ĀĀNicov [Mongols] [Mongols] [Norway] [Norway] [MbL] [Chinese] [Chinese] [Argentina] [Argentina] [Nicov];(G3) [Watch VOD] [Watch VOD];Portuguese;Mongols;Portuguese;FALSE;;;;;;Coast to Mountain;;
12/05/2019;15:00 UTC;[Age of Empires II];Clash of the Hippo 5 [Clash of the Hippo/5];Coast to Mountain [Coast to Mountain];Team;TheMaxĀĀ Villese [TheMax] [Finland] [Finland] [Mongols] [Mongols] [Villese] [Finland] [Finland] [Chinese] [Chinese];<;TheViper ĀĀTaToH [Mongols] [Mongols] [Norway] [Norway] [TheViper] [Chinese] [Chinese] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Chinese;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
11/05/2019;14:30 UTC;[Age of Empires II];Clash of the Hippo 5 [Clash of the Hippo/5];Coast to Mountain [Coast to Mountain];Team;LiereyyĀĀ Hera [Liereyy] [Austria] [Austria] [Chinese] [Chinese] [Hera] [Canada] [Canada] [Mongols] [Mongols];>;DauT ĀĀSlam [Portuguese] [Portuguese] [Serbia] [Serbia] [DauT] [Mongols] [Mongols] [Canada] [Canada] [Slam];(G2) [Watch VOD] [Watch VOD];Mongols;Portuguese;Mongols;FALSE;;;;;;Coast to Mountain;;
17/02/2019;13:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Spanish] [Spanish];>;TaToH [Mongols] [Mongols] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Spanish;Mongols;Spanish;FALSE;;;;;;Coast to Mountain;;
16/02/2019;16:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Malians] [Malians];>;MbL40C [Malay] [Malay] [Norway] [Norway] [MbL];(G8) [Watch VOD] [Watch VOD];Malians;Malay;Malians;FALSE;;;;;;Coast to Mountain;;
14/02/2019;14:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;Nicov [Nicov] [Argentina] [Argentina] [Mongols] [Mongols];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G4) [Watch VOD] [Watch VOD];Mongols;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
12/02/2019;15:30 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Berbers] [Berbers];<;Liereyy [Mongols] [Mongols] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Berbers;Mongols;Mongols;FALSE;;;;;;Coast to Mountain;;
10/02/2019;18:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;TaToH [TaToH] [Spain] [Spain] [Mongols] [Mongols];<;Liereyy [Malians] [Malians] [Austria] [Austria] [Liereyy];(G3) [Watch VOD] [Watch VOD];Mongols;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
09/02/2019;15:30 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;F1Re [F1Re] [Brazil] [Brazil] [Burmese] [Burmese];<;MbL40C [Japanese] [Japanese] [Norway] [Norway] [MbL];(G3) [Watch VOD] [Watch VOD];Burmese;Japanese;Japanese;FALSE;;;;;;Coast to Mountain;;
09/02/2019;13:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 [Nili's Apartment Cup/2];Coast to Mountain [Coast to Mountain];1v1;JorDan_23 [JorDan AoE] [Germany] [Germany] [Spanish] [Spanish];<;TaToH [Malians] [Malians] [Spain] [Spain] [TaToH];(G2) [Watch VOD] [Watch VOD];Spanish;Malians;Malians;FALSE;;;;;;Coast to Mountain;;
04/02/2019;17:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 - Promo Showmatch - F1Re vs Nicov [Nili's Apartment Cup/2/Show Match/F1Re vs Nicov];Coast to Mountain [Coast to Mountain];1v1;Nicov [Nicov] [Argentina] [Argentina] [Mongols] [Mongols];<;F1Re [Chinese] [Chinese] [Brazil] [Brazil] [F1Re];(G5) [Watch VOD] [Watch VOD];Mongols;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
30/01/2019;15:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 - Promo Showmatch - BacT vs MbL [Nili's Apartment Cup/2/Show Match/BacT vs MbL];Coast to Mountain [Coast to Mountain];1v1;MbL [MbL] [Norway] [Norway] [Vikings] [Vikings];>;BacT [Spanish] [Spanish] [Vietnam] [Vietnam] [BacT];(G5) [Watch VOD] [Watch VOD];Vikings;Spanish;Vikings;FALSE;;;;;;Coast to Mountain;;
28/01/2019;15:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 - Promo Showmatch - DauT vs F1Re [Nili's Apartment Cup/2/Show Match/DauT vs F1re];Coast to Mountain [Coast to Mountain];1v1;F1Re [F1Re] [Brazil] [Brazil] [Franks] [Franks];>;DauT [Mongols] [Mongols] [Serbia] [Serbia] [DauT];(G5) [Watch VOD] [Watch VOD];Franks;Mongols;Franks;FALSE;;;;;;Coast to Mountain;;
25/01/2019;15:00 UTC;[Age of Empires II];Nili's Apartment Cup 2 - Promo Showmatch - BacT vs TheViper [Nili's Apartment Cup/2/Show Match/BacT vs TheViper];Coast to Mountain [Coast to Mountain];1v1;TheViper [TheViper] [Norway] [Norway] [Mongols] [Mongols];<;BacT [Chinese] [Chinese] [Vietnam] [Vietnam] [BacT];(G4) [Watch VOD] [Watch VOD];Mongols;Chinese;Chinese;FALSE;;;;;;Coast to Mountain;;
04/12/2018;;[Age of Empires II];Nili_AoE Showmatch - DauT & TaToH vs Hera & MbL [Nili AoE/Show Match/Aftermath vs Secret];Coast to Mountain [Coast to Mountain];Team;HeraĀĀ MbL [Hera] [Canada] [Canada] [Persians] [Persians] [MbL] [Norway] [Norway] [Chinese] [Chinese];>;DauT ĀĀTaToH [Mongols] [Mongols] [Serbia] [Serbia] [DauT] [Portuguese] [Portuguese] [Spain] [Spain] [TaToH];(G3) [Watch VOD] [Watch VOD];Chinese;Mongols;Chinese;FALSE;;;;;;Coast to Mountain;;
;;;;;;;;;;;;;;;;;;;Coast to Mountain;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
