Date;Time;G;Tournament;Map;Mode;Opponent;;Vs. Opponent;VOD;Civ1;Civ2;Win;Mirror;Civ List;Picks;Wins;Win Rate;CDPS Score;Skukuza;Total matches;43
14/09/2025;15:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Jurchens] [Jurchens];>;Lewis [Khmer] [Khmer] [United Kingdom] [United Kingdom] [Lewis];(G2) [Watch VOD] [Watch VOD];Jurchens;Khmer;Jurchens;FALSE;Armenians;5;2;40%;52,48;Skukuza;;
13/09/2025;15:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Mongols] [Mongols];>;Sora Kuma [Khitans] [Khitans] [Taiwan] [Taiwan] [Sora Kuma];(G3) [Watch VOD] [Watch VOD];Mongols;Khitans;Mongols;FALSE;Aztecs;0;0;0%;0,00;Skukuza;;
11/09/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Japanese] [Japanese];<;Sora Kuma [Armenians] [Armenians] [Taiwan] [Taiwan] [Sora Kuma];(G4) [Watch VOD] [Watch VOD];Japanese;Armenians;Armenians;FALSE;Bengalis;0;0;0%;0,00;Skukuza;;
07/09/2025;18:30 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;classicpro [Classicpro] [Ukraine] [Ukraine] [Chinese] [Chinese];<;Nicov [Jurchens] [Jurchens] [Argentina] [Argentina] [Nicov];(G1) [Watch VOD] [Watch VOD];Chinese;Jurchens;Jurchens;FALSE;Berbers;1;1;100%;72,75;Skukuza;;
07/09/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Lewis [Lewis] [United Kingdom] [United Kingdom] [Georgians] [Georgians];<;Barles [Mongols] [Mongols] [Poland] [Poland] [Barles];(G3) [Watch VOD] [Watch VOD];Georgians;Mongols;Mongols;FALSE;Bohemians;0;0;0%;0,00;Skukuza;;
06/09/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Capoch [Capoch] [Argentina] [Argentina] [Japanese] [Japanese];<;Yo [Khmer] [Khmer] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Japanese;Khmer;Khmer;FALSE;Britons;1;0;0%;0,00;Skukuza;;
05/09/2025;18:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Kingstone [KingstoNe] [Mexico] [Mexico] [Khmer] [Khmer];<;Hearttt [Georgians] [Georgians] [Peru] [Peru] [Hearttt];(G3) [Watch VOD] [Watch VOD];Khmer;Georgians;Georgians;FALSE;Bulgarians;3;2;67%;70,48;Skukuza;;
29/08/2025;19:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Kingstone [KingstoNe] [Mexico] [Mexico] [Lithuanians] [Lithuanians];>;Sitaux [Khmer] [Khmer] [France] [France] [Sitaux];(G3) [Watch VOD] [Watch VOD];Lithuanians;Khmer;Lithuanians;FALSE;Burgundians;0;0;0%;0,00;Skukuza;;
29/08/2025;18:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;StonePleaseAoE [StonePleaseAoE] [Germany] [Germany] [Incas] [Incas];>;FreakinAndy [Georgians] [Georgians] [Austria] [Austria] [FreakinAndy];(G3) [Watch VOD] [Watch VOD];Incas;Georgians;Incas;FALSE;Burmese;1;0;0%;0,00;Skukuza;;
29/08/2025;15:30 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;IBUYPOWER [IBUYPOWER] [China] [China] [Britons] [Britons];<;Hearttt [Japanese] [Japanese] [Peru] [Peru] [Hearttt];(G2) [Watch VOD] [Watch VOD];Britons;Japanese;Japanese;FALSE;Byzantines;1;0;0%;0,00;Skukuza;;
28/08/2025;15:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Dragonstar [The Dragonstar] [India] [India] [Goths] [Goths];<;Capoch [Romans] [Romans] [Argentina] [Argentina] [Capoch];[Watch VOD] [Watch VOD];Goths;Romans;Romans;FALSE;Celts;0;0;0%;0,00;Skukuza;;
26/08/2025;18:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Bad Koala [Bad Koala] [China] [China] [Armenians] [Armenians];<;Barles [Mongols] [Mongols] [Poland] [Poland] [Barles];(G3) [Watch VOD] [Watch VOD];Armenians;Mongols;Mongols;FALSE;Chinese;1;0;0%;0,00;Skukuza;;
24/08/2025;15:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;chart [Chart] [Japan] [Japan] [Khmer] [Khmer];<;DauT [Portuguese] [Portuguese] [Serbia] [Serbia] [DauT];(G2) [Watch VOD] [Watch VOD];Khmer;Portuguese;Portuguese;FALSE;Cumans;0;0;0%;0,00;Skukuza;;
23/08/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Combito [Combito] [Mexico] [Mexico] [Jurchens] [Jurchens];<;Dragonstar [Romans] [Romans] [India] [India] [The Dragonstar];(G2) [Watch VOD] [Watch VOD];Jurchens;Romans;Romans;FALSE;Dravidians;3;1;33%;33,03;Skukuza;;
21/08/2025;12:30 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Sicilians] [Sicilians];<;JorDan_AoE [Khitans] [Khitans] [Germany] [Germany] [JorDan AoE];(G3) [Watch VOD] [Watch VOD];Sicilians;Khitans;Khitans;FALSE;Ethiopians;0;0;0%;0,00;Skukuza;;
20/08/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Target331 [Target331] [Germany] [Germany] [Persians] [Persians];<;IBUYPOWER [Mongols] [Mongols] [China] [China] [IBUYPOWER];[Watch VOD] [Watch VOD];Persians;Mongols;Mongols;FALSE;Franks;0;0;0%;0,00;Skukuza;;
20/08/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;T90Official [T90Official] [United States] [United States] [Lithuanians] [Lithuanians];<;Sora Kuma [Khitans] [Khitans] [Taiwan] [Taiwan] [Sora Kuma];(G1) [Watch VOD] [Watch VOD];Lithuanians;Khitans;Khitans;FALSE;Georgians;6;1;17%;5,46;Skukuza;;
20/08/2025;14:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Socksyy [Socksyy] [Australia] [Australia] [Burmese] [Burmese];<;Capoch [Goths] [Goths] [Argentina] [Argentina] [Capoch];[Watch VOD] [Watch VOD];Burmese;Goths;Goths;FALSE;Goths;7;4;57%;69,19;Skukuza;;
19/08/2025;21:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;Acro17 [Acro17] [Germany] [Germany] [Georgians] [Georgians];<;Nicov [Romans] [Romans] [Argentina] [Argentina] [Nicov];(G4) [Watch VOD] [Watch VOD];Georgians;Romans;Romans;FALSE;Gurjaras;0;0;0%;0,00;Skukuza;;
19/08/2025;15:00 UTC;[Age of Empires II];Sudden Dessaster 2 [Sudden Dessaster/2];Skukuza [Skukuza];1v1;dog9you [Dog9you (page does not exist)] [Hong Kong] [Hong Kong] [Mongols] [Mongols];>;Barles [Persians] [Persians] [Poland] [Poland] [Barles];(G2) [Watch VOD] [Watch VOD];Mongols;Persians;Mongols;FALSE;Hindustanis;0;0;0%;0,00;Skukuza;;
05/08/2025;16:00 UTC;[Age of Empires II];Sudden Dessaster 2: Showmatch #1 [Sudden Dessaster/2/Showmatch/1];Skukuza [Skukuza];1v1;Yo [Yo] [China] [China] [Mongols] [Mongols];>;DauT [Japanese] [Japanese] [Serbia] [Serbia] [DauT];(G1) [Watch VOD] [Watch VOD];Mongols;Japanese;Mongols;FALSE;Huns;0;0;0%;0,00;Skukuza;;
30/07/2025;13:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Skukuza [Skukuza];1v1;lyx [Lyx] [China] [China] [Armenians] [Armenians];>;Sora Kuma [Khitans] [Khitans] [Taiwan] [Taiwan] [Sora Kuma];(G2) [Watch VOD] [Watch VOD];Armenians;Khitans;Armenians;FALSE;Incas;3;3;100%;93,40;Skukuza;;
24/07/2025;13:50 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Skukuza [Skukuza];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Sicilians] [Sicilians];>;Bad Koala [Dravidians] [Dravidians] [China] [China] [Bad Koala];(G1) [Watch VOD] [Watch VOD];Sicilians;Dravidians;Sicilians;FALSE;Italians;0;0;0%;0,00;Skukuza;;
19/07/2025;13:00 UTC;[Age of Empires II];LingHe Cup [LingHe Cup];Skukuza [Skukuza];1v1;Dennis [Dennis] [Hong Kong] [Hong Kong] [Sicilians] [Sicilians];>;Dooidy [Byzantines] [Byzantines] [China] [China] [Dooidy (page does not exist)];(G3) [Watch VOD] [Watch VOD];Sicilians;Byzantines;Sicilians;FALSE;Japanese;8;4;50%;62,92;Skukuza;;
31/05/2025;18:30 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;TaToH [TaToH] [Spain] [Spain] [Malians] [Malians];<;Hera [Dravidians] [Dravidians] [Canada] [Canada] [Hera];(G5) [Watch VOD] [Watch VOD];Malians;Dravidians;Dravidians;FALSE;Jurchens;3;2;67%;70,48;Skukuza;;
29/05/2025;18:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;Vinchester [Vinchester] [Russia] [Russia] [Romans] [Romans];<;Hera [Mongols] [Mongols] [Canada] [Canada] [Hera];(G4) [Watch VOD] [Watch VOD];Romans;Mongols;Mongols;FALSE;Khitans;4;2;50%;60,13;Skukuza;;
28/05/2025;18:50 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;Hearttt [Hearttt] [Peru] [Peru] [Romans] [Romans];<;Barles [Japanese] [Japanese] [Poland] [Poland] [Barles];(G4) [Watch VOD] [Watch VOD];Romans;Japanese;Japanese;FALSE;Khmer;7;2;29%;21,39;Skukuza;;
28/05/2025;15:05 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;Yo [Yo] [China] [China] [Sicilians] [Sicilians];<;MbL [Goths] [Goths] [Norway] [Norway] [MbL];(G4) [Watch VOD] [Watch VOD];Sicilians;Goths;Goths;FALSE;Koreans;1;0;0%;0,00;Skukuza;;
22/05/2025;14:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;DauT [DauT] [Serbia] [Serbia] [Khmer] [Khmer];<;ACCM [Incas] [Incas] [Vietnam] [Vietnam] [ACCM];(G2) [Watch VOD] [Watch VOD];Khmer;Incas;Incas;FALSE;Lithuanians;3;1;33%;33,03;Skukuza;;
21/05/2025;14:00 UTC;[Age of Empires II];Warlords IV [Warlords/4];Skukuza [Skukuza];1v1;Barles [Barles] [Poland] [Poland] [Japanese] [Japanese];>;Yo [Dravidians] [Dravidians] [China] [China] [Yo];(G2) [Watch VOD] [Watch VOD];Japanese;Dravidians;Japanese;FALSE;Magyars;0;0;0%;0,00;Skukuza;;
10/05/2025;17:05 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Skukuza [Skukuza];1v1;DuDuZhu [DuDuZhu] [China] [China] [Lithuanians] [Lithuanians];<;JorDan_AoE [Romans] [Romans] [Germany] [Germany] [JorDan AoE];(G4) [Watch VOD] [Watch VOD];Lithuanians;Romans;Romans;FALSE;Malay;0;0;0%;0,00;Skukuza;;
10/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Skukuza [Skukuza];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Khmer] [Khmer];>;Nicov [Georgians] [Georgians] [Argentina] [Argentina] [Nicov];(G3) [Watch VOD] [Watch VOD];Khmer;Georgians;Khmer;FALSE;Malians;1;0;0%;0,00;Skukuza;;
07/05/2025;08:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Skukuza [Skukuza];1v1;JorDan_AoE [JorDan AoE] [Germany] [Germany] [Romans] [Romans];>;Bad Koala [Koreans] [Koreans] [China] [China] [Bad Koala];(G2) [Watch VOD] [Watch VOD];Romans;Koreans;Romans;FALSE;Mapuche;0;0;0%;0,00;Skukuza;;
06/05/2025;14:00 UTC;[Age of Empires II];Warlords IV: Qualifier #3 [Warlords/4/Qualifier/3];Skukuza [Skukuza];1v1;Thŕnh C? Qu?ng Tr? [Thŕnh C? Qu?ng Tr?] [Vietnam] [Vietnam] [Incas] [Incas];>;z40 [Japanese] [Japanese] [Taiwan] [Taiwan] [Z40];(G4) [Watch VOD] [Watch VOD];Incas;Japanese;Incas;FALSE;Mayans;0;0;0%;0,00;Skukuza;;
04/05/2025;15:15 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Skukuza [Skukuza];1v1;Nicov [Nicov] [Argentina] [Argentina] [Georgians] [Georgians];<;Barles [Goths] [Goths] [Poland] [Poland] [Barles];(G2) [Watch VOD] [Watch VOD];Georgians;Goths;Goths;FALSE;Mongols;8;8;100%;112,52;Skukuza;;
01/05/2025;13:00 UTC;[Age of Empires II];Warlords IV: Qualifier #2 [Warlords/4/Qualifier/2];Skukuza [Skukuza];1v1;Blve [Blve (page does not exist)] [Taiwan] [Taiwan] [Armenians] [Armenians];<;Sora Kuma [Goths] [Goths] [Taiwan] [Taiwan] [Sora Kuma];(G4) [Watch VOD] [Watch VOD];Armenians;Goths;Goths;FALSE;Muisca;0;0;0%;0,00;Skukuza;;
27/04/2025;19:40 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;Barles [Barles] [Poland] [Poland] [Japanese] [Japanese];>;Sebastian [Sicilians] [Sicilians] [Uruguay] [Uruguay] [Sebastian];(G3) [Watch VOD] [Watch VOD];Japanese;Sicilians;Japanese;FALSE;Persians;2;0;0%;0,00;Skukuza;;
26/04/2025;19:40 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;FreakinAndy [FreakinAndy] [Austria] [Austria] [Armenians] [Armenians];<;Vinchester [Berbers] [Berbers] [Russia] [Russia] [Vinchester];(G3) [Watch VOD] [Watch VOD];Armenians;Berbers;Berbers;FALSE;Poles;0;0;0%;0,00;Skukuza;;
25/04/2025;19:05 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;Sobek [Sobek] [Chile] [Chile] [Bulgarians] [Bulgarians];<;DracKeN [Mongols] [Mongols] [Czechia] [Czechia] [DracKeN];(G2) [Watch VOD] [Watch VOD];Bulgarians;Mongols;Mongols;FALSE;Portuguese;1;1;100%;72,75;Skukuza;;
25/04/2025;18:55 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;Sziky [Sziky] [Hungary] [Hungary] [Goths] [Goths];<;FreakinAndy [Romans] [Romans] [Austria] [Austria] [FreakinAndy];(G3) [Watch VOD] [Watch VOD];Goths;Romans;Romans;FALSE;Puru;0;0;0%;0,00;Skukuza;;
25/04/2025;17:20 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;NeoZz [NeoZz] [France] [France] [Goths] [Goths];<;DauT [Romans] [Romans] [Serbia] [Serbia] [DauT];(G3) [Watch VOD] [Watch VOD];Goths;Romans;Romans;FALSE;Romans;10;7;70%;84,87;Skukuza;;
22/04/2025;01:00 UTC;[Age of Empires II];Warlords IV: Qualifier #1 [Warlords/4/Qualifier/1];Skukuza [Skukuza];1v1;DuDuZhu [DuDuZhu] [China] [China] [Bulgarians] [Bulgarians];>;Nicov [Romans] [Romans] [Argentina] [Argentina] [Nicov];(G3) [Watch VOD] [Watch VOD];Bulgarians;Romans;Bulgarians;FALSE;Saracens;0;0;0%;0,00;Skukuza;;
13/04/2025;14:00 UTC;[Age of Empires II];Warlords IV: Showmatch - Sebastian vs Yo [Warlords/4/Showmatch];Skukuza [Skukuza];1v1;Yo [Yo] [China] [China] [Sicilians] [Sicilians];<;Sebastian [Bulgarians] [Bulgarians] [Uruguay] [Uruguay] [Sebastian];(G7) [Watch VOD] [Watch VOD];Sicilians;Bulgarians;Bulgarians;FALSE;Shu;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Sicilians;6;2;33%;32,36;Skukuza;;
;;;;;;;;;;;;;;Slavs;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Spanish;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Tatars;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Teutons;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Tupi;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Turks;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Vietnamese;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Vikings;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Wei;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;Wu;0;0;0%;0,00;Skukuza;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
